text,label
"sir aapka refund ₹15,000 ka process ho raha hai, bank details [LINK] pe daal dijiye!!!",Refund Scam
This is to inform you that ur Aadhaar and PAN linked KYC verification with ICICI has not been updated as per the new compliance guidelines. Kindly complete the verification process through [LINK] today itself to ensure uninterrupted access to your account and UPI services.,KYC Scam
NOTE: SIR REFUND KE LIYE APNA UPI PIN DAAL DIJIYE!!! 💰,UPI Scam
"Note: part time job available hai, form fill karke ₹1,200 milega, abhi apply karein",Fake Job
"Your mobile number has won a cash prize of ₹1,200 in the government digital India lucky draw.",Lottery Scam
"Government scheme is hiring work-from-home staff for online surveys, join now and earn ₹1,200 daily.",Fake Job
"as per rbi guidelines, your [bank] account kyc must be updated in the next 1 hour using the link below: [link]",KYC Scam
NOTE: GOT MY NEW DEBIT CARD AT THE BRANCH AFTER COMPLETING THE STANDARD VERIFICATION.,Safe
A refund of ₹99 is pending. Enter your UPI PIN to receive it.,UPI Scam
"💰 Hi, We have detected unusual login activity on your SBI account. Please re-enter your login details on the page linked below. This is a final reminder before suspension. - Online Banking Team",Phishing
"Quick update: Dear winner, we are delighted to inform you that your mobile number has been randomly selected in our nationwide lucky draw promotion. You have won a cash prize of ₹1,200. To claim your winnings, kindly contact our claims department at [PHONE] and provide your bank details for the prize transfer.",Lottery Scam
"Btw, sir aapka refund ₹15,000 ka process ho raha hai, bank details [LINK] pe daal dijiye",Refund Scam
"✅ sir aapka resume shortlist hua hai, ₹4,999 deposit karke apna task acount activate karein",Fake Job
Quick update: Let's carpool to the office this week to save on fuel.,Safe
"We noticed a suspicious login on your Kotak account, secure it within 2 hours at [LINK].",Phishing
"the shopping site refund approved, verfy bank info now.",Refund Scam
"Hello, You'll get an SMS in a few seconds, please read it to me when it arrives.",OTP Scam
"Hi, Good afternoon, this is regarding your recent PhonePe transaction which appears to be flagged for review. To release the hold and confirm this was you, our verification system has sent a one-time code to your registered mobile number. Kindly read it out so we can immediatly clear the transaction and restore full access to your wallet.",OTP Scam
"Quick update: hi there's an issue with ur bank login, fix it here [LINK] before it gets blocked",Phishing
"dear winner, we are delighted to inform you that ur mobile number has been randomly selected in our nationwide lucky draw promotion. you have won a cash prize of ₹3,300. to claim your winnings, kindly contact our claims department at [phone] and provide your bank details for the prize transfer. ❗",Lottery Scam
"Sir, bhai kyc update krdo warna acc band ho jayega",KYC Scam
"hey ur Meesho refund of ₹25,000 is ready, just confirm ur bank details here [LINK]!!!",Refund Scam
"Note: Get hired instantly for a WhatsApp-based data entry job, no interview required, apply at [LINK].",Fake Job
"This is regarding ur pending income tax refund of ₹1,200. Our system was unable to verify your bank account details on file. Please update your information at [LINK] within 48 hours to avoid delay in receiving your refund.",Refund Scam
FYI - Your resume has been shortlisted for a remote internship. Pay a refundable registration fee of ₹500 to confirm your seat.,Fake Job
"Your courier could not be delivered and a refund of ₹15,000 is due. Share your UPI ID at [LINK].",Refund Scam
"Sir, heyy u won ₹1,999 in our lucky draw, msg us on [PHONE] to claim it ✅",Lottery Scam
Your PhonePe transction of ₹99 failed. Enter your PIN again to complete it.,UPI Scam
"Congratulations! Your number has won ₹10,000 in the KBC lucky draw. Contact us at [PHONE] to claim your prize.",Lottery Scam
note: Divya reminded everyone in the family group to never click unknown links claiming refunds.,Safe
"yo tax refund approved, verifyy ur account [LINK] to receive it",Refund Scam
"Hello, I completed my KYC in-person at the Kotak branch with my Aadhaar and PAN!!!",Safe
Your PhonePe accout will be suspended due to pending KYC. Verify now at [LINK].,KYC Scam
"checked my Bank of Baroda account balance, everything looks fine.",Safe
"Hi, part time job available hai, form fill karke ₹25,000 milega, abhi apply karein",Fake Job
Ur courier could not be delivered and a refund of ₹99 is due. Share your UPI ID at [LINK].,Refund Scam
"FYI - aapka tax refund approve ho gaya hai, verify karne ke liye OTP bata dijiye",Refund Scam
"SIR, ACTION REQUIRED — YOUR CARD ACCESS WILL BE SUSPENDED TODAY ITSELF, RESOLVE AT [LINK].",Phishing
"aapko online job ke liye select kar liya gaya hai, ₹1,200 registration fee jama karein",Fake Job
Just so you know - The government portal confirmed my Aadhaar-PAN linking is already complete.,Safe
"Government scheme is hiring work-from-home staff for online surveys, join now and earn ₹99 daily.",Fake Job
"Dear Valued Customer, Your email linked to [BANK] internet banking needs re-verification. Complete the security check at [LINK] to unlock your account. Failure to act will result in account closure. Regards, [BANK] Security Team",Phishing
"Your SIM card KYC needs re-verification, or your services may be disconnected befor the day ends.",KYC Scam
"hey the bank just sent u a code, what does it say? need it to fix ur accout",OTP Scam
Karan reminded everyone in the family group to never click unknown links claiming refunds.,Safe
"FYI - You won ₹2,500! Claim at [LINK].",Lottery Scam
⚠️ This is to inform you that your Aadhaar and PAN linked KYC verification with HDFC has not been updated as per the new compliance guidelines. Kindly complete the verification process through [LINK] before the day ends to ensure uninterrupted access to your account and UPI services.,KYC Scam
"Just so you know - Dear Customer, Your card details need to be re-confirmed after a recent policy update. Click [LINK] to confirm it was you. Ignoring this message may lead to loss of banking access.",Phishing
"Earn up to ₹10,000 weekly by liking YouTube videos and rating products, deposit ₹10,000 to activate your task accout ❗",Fake Job
A refund has been initiated to yr account. Confirm your bank details at [LINK] to receive it.,Refund Scam
"Note: We noticed a suspicious login on your HDFC account, secure it before midnight at [LINK].",Phishing
Sneha asked me to confirm the UPI payment before sending the invoice.,Safe
"🚨 Sir, sir aapke account me kisi aur device se login hua hai, turant verify kariye [LINK]",Phishing
"ok so, bhai ye payment request accept kr, ₹4,999 milega",UPI Scam
Sir please share the OTP sent to yr number so I can complete the verification. Failure to provide the code now will result in your card being blocked.,OTP Scam
"🚨 Hi, Your ICICI account has failed our routine security verification. Kindly re-verify yr account information to continue using our services. This is a final reminder before suspension.",Phishing
Your refund has already been processed and no further action is required.,Safe
Your account statement is available in the official mobile banking application.,Safe
Your salary has been credited to your account.,Safe
"Refund aa gaya hai, app mein transaction history check kar lo.",Safe
Never provide CVV details to someone over the phone.,Safe
I will meet you near the metro station at 6 PM.,Safe
The delivery agent called to confirm the address only.,Safe
Your account may be suspended unless you complete KYC today using the supplied link.,KYC Scam
Your banking profile is pending verification. Upload your documents immediately.,KYC Scam
Your wallet will stop working unless you complete the KYC update today.,KYC Scam
Identity verification has expired. Submit your PAN and Aadhaar details now.,KYC Scam
Your KYC has been flagged for review. Update your details within 30 minutes.,KYC Scam
Account compliance requires fresh KYC. Follow the verification instructions immediately.,KYC Scam
Please complete your KYC using the provided portal to avoid account suspension.,KYC Scam
Complete the KYC process now to prevent your account from being disabled.,KYC Scam
Your banking account may be blocked if KYC is not completed through this page.,KYC Scam
Confirm your email credentials using the supplied verification portal.,Phishing
"Bhai login issue aa raha hai, is link se account verify kar de.",Phishing
Your password needs verification because of unusual account activity.,Phishing
Verify your email address through the enclosed page to restore access.,Phishing
Security team requires immediate credential confirmation.,Phishing
Your account security check is incomplete. Sign in to complete it.,Phishing
Security verification failed. Sign in again using the attached portal.,Phishing
Complete the security login check immediately to avoid suspension.,Phishing
Verify your credentials through the included portal before access is restricted.,Phishing
Your bank generated an OTP for this request. Reply with the digits.,OTP Scam
"Sir OTP share kar dijiye, payment release karna hai.",OTP Scam
Verification code required urgently for your pending payment.,OTP Scam
Your merchant payment is on hold. Authorize the UPI request to release it.,UPI Scam
Accept this payment request to receive the amount.,UPI Scam
Your account has an outstanding UPI request. Approve it to settle the transaction.,UPI Scam
Confirm this collect request to receive the promised cashback.,UPI Scam
Your refund is pending. Confirm your bank details to receive the money.,Refund Scam
Your return refund is pending verification. Confirm your financial details.,Refund Scam
Your merchant refund is ready but cannot be sent without account confirmation.,Refund Scam
Your refund is on hold until you verify your account information.,Refund Scam
Your refund is ready for transfer after account confirmation.,Refund Scam
Confirm your payment destination to receive the outstanding refund.,Refund Scam
Your work-from-home application passed. Send the security deposit to activate your account.,Fake Job
Your employee account will be created after you pay the onboarding charge.,Fake Job
Your job application passed screening. Pay the processing fee to receive the contract.,Fake Job
Work from home and earn guaranteed income after registration payment.,Fake Job
Your work account requires a paid activation before tasks are unlocked.,Fake Job
Your number won the festival lucky draw. Contact us immediately to claim it.,Lottery Scam
You are one of today's selected prize recipients.,Lottery Scam
"Your winning entry qualifies for ₹75,000.",Lottery Scam
You are a winner in our nationwide promotional draw.,Lottery Scam
